word,lang_code,ipa
2329865,tensions,en_UK,_tˈɛnʃənz_
2329866,tension,en_UK,_tˈɛnʃən_
2329867,tensor,en_UK,_tˈɛnsɐ_
2329868,tens,en_UK,_tˈɛnz_
2329869,tentacled,en_UK,_tˈɛntəkə‍ld_
2329870,tentacles,en_UK,_tˈɛntəkə‍lz_
2329871,tentacle,en_UK,_tˈɛntəkə‍l_
2329872,tentatively,en_UK,_tˈɛntətˌɪvli_
2329873,tentativeness,en_UK,_tˈɛntətˌɪvnəs_
2329874,tentative,en_UK,_tˈɛntətˌɪv_
2329875,tented,en_UK,_tˈɛntɪd_
2329876,ten,en_UK,_tˈɛn_
2329877,tenterhooks,en_UK,_tˈɛntəhˌʊks_
2329878,tenter,en_UK,_tˈɛntɐ_
2329879,tenths,en_UK,_tˈɛnθs_
2329880,tenth,en_UK,_tˈɛnθ_
2329881,tenting,en_UK,_tˈɛntɪŋ_
2329882,tents,en_UK,_tˈɛnts_
2329883,tent,en_UK,_tˈɛnt_
2329884,tenuously,en_UK,_tˈɛnjuːəsli_
2329885,tenuous,en_UK,_tˈɛnjuːəs_
2329886,tenured,en_UK,_tˈɛnjəd_
2329887,tenures,en_UK,_tˈɛnjəz_
2329888,tenure,en_UK,_tˈɛnjɐ_
2329889,tepees,en_UK,_tˈiːpiːz_
2329890,tepee,en_UK,_tˈiːpiː_
2329891,tephra,en_UK,_tˈɛfɹɐ_
2329892,tepid,en_UK,_tˈɛpɪd_
2329893,tequilas,en_UK,_təkˈiːləz_
2329894,tequila,en_UK,_təkˈiːlɐ_
2329895,terabytes,en_UK,_tˈɛɹəbˌa‍ɪts_
2329896,terbium,en_UK,_tˈɜːbi‍əm_
2329897,tercentenary,en_UK,_tˌɜːsəntˈiːnəɹi_
2329898,tercet,en_UK,_tˈɜːsɪt_
2329899,terephthalate,en_UK,_tˈɛɹɪfθˌæle‍ɪt_
2329900,teriyaki,en_UK,_tˌɛɹɪjˈæki_
2329901,termed,en_UK,_tˈɜːmd_
2329902,terminally,en_UK,_tˈɜːmɪnə‍li_
2329903,terminals,en_UK,_tˈɜːmɪnə‍lz_
2329904,terminal,en_UK,_tˈɜːmɪnə‍l_
2329905,terminated,en_UK,_tˈɜːmɪnˌe‍ɪtɪd_
2329906,terminates,en_UK,_tˈɜːmɪnˌe‍ɪts_
2329907,terminate,en_UK,_tˈɜːmɪnˌe‍ɪt_
2329908,terminating,en_UK,_tˈɜːmɪnˌe‍ɪtɪŋ_
2329909,terminations,en_UK,_tˌɜːmɪnˈe‍ɪʃənz_
2329910,termination,en_UK,_tˌɜːmɪnˈe‍ɪʃən_
2329911,terminators,en_UK,_tˈɜːmɪnˌe‍ɪtəz_
2329912,terminator,en_UK,_tˈɜːmɪnˌe‍ɪtɐ_
2329913,terming,en_UK,_tˈɜːmɪŋ_
2329914,termini,en_UK,_tˈɜːmɪnˌa‍ɪ_
2329915,terminological,en_UK,_tˌɜːmɪnəlˈɒd‍ʒɪkə‍l_
2329916,terminologies,en_UK,_tˌɜːmɪnˈɒləd‍ʒɪz_
2329917,terminology,en_UK,_tˌɜːmɪnˈɒləd‍ʒi_
2329918,terminuses,en_UK,_tˈɜːmɪnjˌuːsɪz_
2329919,terminus,en_UK,_tˈɜːmɪnəs_
2329920,termites,en_UK,_tˈɜːma‍ɪts_
2329921,termite,en_UK,_tˈɜːma‍ɪt_
2329922,termly,en_UK,_tˈɜːmli_
2329923,terms,en_UK,_tˈɜːmz_
2329924,term,en_UK,_tˈɜːm_
2329925,ternary,en_UK,_tˈɜːnəɹi_
2329926,terns,en_UK,_tˈɜːnz_
2329927,tern,en_UK,_tˈɜːn_
2329928,terpenes,en_UK,_tˈɜːpiːnz_
2329929,terpsichorean,en_UK,_tˈɜːpsɪkˌɔːɹi‍ən_
2329930,terraced,en_UK,_tˈɛɹɪst_
2329931,terraces,en_UK,_tˈɛɹɪsɪz_
2329932,terrace,en_UK,_tˈɛɹɪs_
2329933,terracing,en_UK,_tˈɛɹɪsɪŋ_
2329934,terracotta,en_UK,_tˈɛɹɐkˌɒtɐ_
2329935,terraform,en_UK,_tˈɛɹɐfˌɔːm_
2329936,terrains,en_UK,_təɹˈe‍ɪnz_
2329937,terrain,en_UK,_təɹˈe‍ɪn_
2329938,terrapins,en_UK,_tˈɛɹɐpˌɪnz_
2329939,terrapin,en_UK,_tˈɛɹɐpˌɪn_
2329940,terrarium,en_UK,_tɛɹˈe‍əɹi‍əm_
2329941,terra,en_UK,_tˈɛɹɐ_
2329942,terrazzo,en_UK,_tɛɹˈæzə‍ʊ_
2329943,terrestrials,en_UK,_təɹˈɛstɹɪəlz_
2329944,terrestrial,en_UK,_təɹˈɛstɹɪəl_
2329945,terrible,en_UK,_tˈɛɹəbə‍l_
2329946,terribly,en_UK,_tˈɛɹəbli_
2329947,terriers,en_UK,_tˈɛɹi‍əz_
2329948,terrier,en_UK,_tˈɛɹɪɐ_
2329949,terrifically,en_UK,_təɹˈɪfɪkli_
2329950,terrific,en_UK,_təɹˈɪfɪk_
2329951,terrified,en_UK,_tˈɛɹɪfˌa‍ɪd_
2329952,terrifies,en_UK,_tˈɛɹɪfˌa‍ɪz_
2329953,terrifyingly,en_UK,_tˈɛɹɪfˌa‍ɪɪŋli_
2329954,terrifying,en_UK,_tˈɛɹɪfˌa‍ɪɪŋ_
2329955,terrify,en_UK,_tˈɛɹɪfˌa‍ɪ_
2329956,terrines,en_UK,_tˈɛɹiːnz_
2329957,terrine,en_UK,_tˈɛɹiːn_
2329958,territoriality,en_UK,_tˌɛɹɪtˌɔːɹɪˈælɪti_
2329959,territorially,en_UK,_tˌɛɹɪtˈɔːɹɪəli_
2329960,territorials,en_UK,_tˌɛɹɪtˈɔːɹɪəlz_
2329961,territorial,en_UK,_tˌɛɹɪtˈɔːɹɪəl_
2329962,territories,en_UK,_tˈɛɹɪtəɹˌiz_
2329963,territory,en_UK,_tˈɛɹɪtəɹˌi_
2329964,terrorised,en_UK,_tˈɛɹəɹˌa‍ɪzd_
2329965,terrorises,en_UK,_tˈɛɹəɹˌa‍ɪzɪz_
2329966,terrorise,en_UK,_tˈɛɹəɹˌa‍ɪz_
2329967,terrorising,en_UK,_tˈɛɹəɹˌa‍ɪzɪŋ_
2329968,terrorism,en_UK,_tˈɛɹəɹˌɪzəm_
2329969,terrorists,en_UK,_tˈɛɹəɹˌɪsts_
2329970,terrorist,en_UK,_tˈɛɹəɹˌɪst_
2329971,terrors,en_UK,_tˈɛɹəz_
2329972,terror,en_UK,_tˈɛɹɐ_
2329973,terry,en_UK,_tˈɛɹi_
2329974,terse,en_UK,_tˈɜːs_
2329975,tertiary,en_UK,_tˈɜːʃjəɹi_
2329976,tesla,en_UK,_tˈɛslɐ_
2329977,tessellated,en_UK,_tˈɛsɪlˌe‍ɪtɪd_
2329978,tessellate,en_UK,_tˈɛsɪlˌe‍ɪt_
2329979,tessellation,en_UK,_tˌɛsɪlˈe‍ɪʃən_
2329980,tesserae,en_UK,_tˈɛsəɹˌiː_
2329981,tessera,en_UK,_tˈɛsəɹɐ_
2329982,testable,en_UK,_tˈɛstəbə‍l_
2329983,testaments,en_UK,_tˈɛstəmənts_
2329984,testament,en_UK,_tˈɛstəmənt_
2329985,testa,en_UK,_tˈɛstɐ_
2329986,testate,en_UK,_tɪstˈe‍ɪt_
2329987,testator,en_UK,_tɛstˈe‍ɪtɐ_
2329988,tested,en_UK,_tˈɛstɪd_
2329989,testers,en_UK,_tˈɛstəz_
2329990,testes,en_UK,_tˈɛstiːz_
2329991,testicles,en_UK,_tˈɛstɪkə‍lz_
2329992,testicle,en_UK,_tˈɛstɪkə‍l_
2329993,testicular,en_UK,_tɛstˈɪkjʊlɐ_
2329994,testified,en_UK,_tˈɛstɪfˌa‍ɪd_
2329995,testifies,en_UK,_tˈɛstɪfˌa‍ɪz_
2329996,testifying,en_UK,_tˈɛstɪfˌa‍ɪɪŋ_
2329997,testify,en_UK,_tˈɛstɪfˌa‍ɪ_
2329998,testily,en_UK,_tˈɛstɪli_
2329999,testimonials,en_UK,_tˌɛstɪmˈə‍ʊnɪəlz_
2330000,testimonial,en_UK,_tˌɛstɪmˈə‍ʊnɪəl_
2330001,testimonies,en_UK,_tˈɛstɪmənɪz_
2330002,testimony,en_UK,_tˈɛstɪməni_
2330003,testings,en_UK,_tˈɛstɪŋz_
2330004,testing,en_UK,_tˈɛstɪŋ_
2330005,testis,en_UK,_tˈɛstiz_
2330006,teston,en_UK,_tˈɛstən_
2330007,testosterone,en_UK,_tɛstˈɒstəɹˌə‍ʊn_
2330008,tests,en_UK,_tˈɛsts_
2330009,test,en_UK,_tˈɛst_
2330010,testudo,en_UK,_tɛstjˈuːdə‍ʊ_
2330011,testy,en_UK,_tˈɛsti_
2330012,tetanic,en_UK,_tɛtˈænɪk_
2330013,tetanus,en_UK,_tˈɛtənəs_
2330014,tetchily,en_UK,_tˈɛt‍ʃɪli_
2330015,tetchiness,en_UK,_tˈɛt‍ʃɪnəs_
2330016,tetchy,en_UK,_tˈɛt‍ʃi_
2330017,tethered,en_UK,_tˈɛðəd_
2330018,tethering,en_UK,_tˈɛðəɹɪŋ_
2330019,tethers,en_UK,_tˈɛðəz_
2330020,tether,en_UK,_tˈɛðɐ_
2330021,teth,en_UK,_tˈɛθ_
2330022,tetrachloride,en_UK,_tˈɛtɹɐklˌɔːɹa‍ɪd_
2330023,tetracycline,en_UK,_tˈɛtɹɐsˌa‍ɪkla‍ɪn_
2330024,tetrahedron,en_UK,_tˌɛtɹɐhˈiːdɹən_
2330025,tetralogy,en_UK,_tɛtɹˈæləd‍ʒi_
2330026,tetrapods,en_UK,_tˈɛtɹɐpˌɒdz_
2330027,tetrapod,en_UK,_tˈɛtɹɐpˌɒd_
2330028,tetra,en_UK,_tˈɛtɹɐ_
2330029,tetroxide,en_UK,_tɛtɹˈɒksa‍ɪd_
2330030,textbooks,en_UK,_tˈɛkstbʊks_
2330031,textbook,en_UK,_tˈɛkstbʊk_
2330032,textiles,en_UK,_tˈɛksta‍ɪlz_
2330033,textile,en_UK,_tˈɛksta‍ɪl_
2330034,texts,en_UK,_tˈɛksts_
2330035,text,en_UK,_tˈɛkst_
2330036,textually,en_UK,_tˈɛkst‍ʃuːə‍li_
2330037,textual,en_UK,_tˈɛkst‍ʃuːə‍l_
2330038,texturally,en_UK,_tˈɛkst‍ʃəɹə‍li_
2330039,textural,en_UK,_tˈɛkst‍ʃəɹə‍l_
2330040,textured,en_UK,_tˈɛkst‍ʃəd_
2330041,textures,en_UK,_tˈɛkst‍ʃəz_
2330042,texture,en_UK,_tˈɛkst‍ʃɐ_
2330043,texturing,en_UK,_tˈɛkst‍ʃəɹɪŋ_
2330044,thalamus,en_UK,_θˈælæməs_
2330045,thaler,en_UK,_θˈe‍ɪlɐ_
2330046,thalidomide,en_UK,_θˈælɪdˌɒma‍ɪd_
2330047,thallium,en_UK,_θˈæli‍əm_
2330048,than,en_UK,_ðˈɐn_
2330049,thanes,en_UK,_θˈe‍ɪnz_
2330050,thane,en_UK,_θˈe‍ɪn_
2330051,thanked,en_UK,_θˈæŋkt_
2330052,thankfully,en_UK,_θˈæŋkfəli_
2330053,thankfulness,en_UK,_θˈæŋkfə‍lnəs_
2330054,thankful,en_UK,_θˈæŋkfə‍l_
2330055,thanking,en_UK,_θˈæŋkɪŋ_
2330056,thankless,en_UK,_θˈæŋkləs_
2330057,thanksgivings,en_UK,_θˈæŋksɡɪvɪŋz_
2330058,thanksgiving,en_UK,_θˈæŋksɡɪvɪŋ_
2330059,thanks,en_UK,_θˈæŋks_
2330060,thank,en_UK,_θˈæŋk_
2330061,thar,en_UK,_θˈɑː_
2330062,thatched,en_UK,_θˈæt‍ʃt_
2330063,thatchers,en_UK,_θˈæt‍ʃəz_
2330064,thatcher,en_UK,_θˈæt‍ʃɐ_
2330065,thatches,en_UK,_θˈæt‍ʃɪz_
2330066,thatching,en_UK,_θˈæt‍ʃɪŋ_
2330067,thatch,en_UK,_θˈæt‍ʃ_
2330068,that,en_UK,_ðˈæt_
2330069,thawed,en_UK,_θˈɔːd_
2330070,thawing,en_UK,_θˈɔːɹɪŋ_
2330071,thaws,en_UK,_θˈɔːz_
2330072,thaw,en_UK,_θˈɔː_
2330073,theaters,en_UK,_θˈi‍ətəz_
2330074,theater,en_UK,_θˈi‍ətɐ_
2330075,theatregoers,en_UK,_θˈi‍ətɹɪɡˌə‍ʊəz_
2330076,theatregoer,en_UK,_θˈi‍ətɹɪɡˌə‍ʊɐ_
2330077,theatres,en_UK,_θˈi‍ətəz_
2330078,theatre,en_UK,_θˈi‍ətɐ_
2330079,theatricality,en_UK,_θiːˈætɹɪkˈælɪti_
2330080,theatrically,en_UK,_θiːˈætɹɪkli_
2330081,theatricals,en_UK,_θiːˈætɹɪkə‍lz_
2330082,theatrical,en_UK,_θiːˈætɹɪkə‍l_
2330083,theatrics,en_UK,_θiːˈætɹɪks_
2330084,thebes,en_UK,_θˈiːbz_
2330085,thee,en_UK,_ðˈiː_
2330086,thees,en_UK,_ðˈiːz_
2330087,thefts,en_UK,_θˈɛfts_
2330088,theft,en_UK,_θˈɛft_
2330089,their,en_UK,_ðˈe‍ə_
2330090,theirs,en_UK,_ðˈe‍əz_
2330091,theism,en_UK,_θˈiːɪzəm_
2330092,theistic,en_UK,_θiːˈɪstɪk_
2330093,theist,en_UK,_θˈiːɪst_
2330094,thematically,en_UK,_θiːmˈætɪkli_
2330095,thematic,en_UK,_θiːmˈætɪk_
2330096,them,en_UK,_ðˈɛm_
2330097,themed,en_UK,_θˈiːmd_
2330098,themes,en_UK,_θˈiːmz_
2330099,theme,en_UK,_θˈiːm_
2330100,themselves,en_UK,_ðɛmsˈɛlvz_
2330101,thence,en_UK,_ðˈɛns_
2330102,thenceforth,en_UK,_θˈɛnsɪfˌɔːθ_
2330103,then,en_UK,_ðˈɛn_
2330104,theocracy,en_UK,_θɪˈɒkɹəsi_
2330105,theocratic,en_UK,_θiːəkɹˈætɪk_
2330106,theodolite,en_UK,_θiːədˈɒla‍ɪt_
2330107,theologians,en_UK,_θiːəlˈə‍ʊd‍ʒənz_
2330108,theologian,en_UK,_θiːəlˈə‍ʊd‍ʒən_
2330109,theologically,en_UK,_θiːəlˈɒd‍ʒɪkli_
2330110,theological,en_UK,_θiːəlˈɒd‍ʒɪkə‍l_
2330111,theology,en_UK,_θɪˈɒləd‍ʒi_
2330112,theorems,en_UK,_θˈi‍əɹəmz_
2330113,theorem,en_UK,_θˈi‍əɹəm_
2330114,theoretically,en_UK,_θi‍əɹˈɛtɪkli_
2330115,theoretical,en_UK,_θi‍əɹˈɛtɪkə‍l_
2330116,theoreticians,en_UK,_θˌi‍əɹɪtˈɪʃənz_
2330117,theoretician,en_UK,_θˌi‍əɹɪtˈɪʃən_
2330118,theoretic,en_UK,_θi‍əɹˈɛtɪk_
2330119,theories,en_UK,_θˈi‍əɹɪz_
2330120,theorised,en_UK,_θˈi‍əɹa‍ɪzd_
2330121,theorise,en_UK,_θˈi‍əɹa‍ɪz_
2330122,theorising,en_UK,_θˈi‍əɹa‍ɪzɪŋ_
2330123,theorists,en_UK,_θˈi‍əɹɪsts_
2330124,theorist,en_UK,_θˈi‍əɹɪst_
2330125,theory,en_UK,_θˈi‍əɹi_
2330126,theosophist,en_UK,_θiːəsˈɒfɪst_
2330127,theosophy,en_UK,_θiːəsˈɒfi_
2330128,therapeutically,en_UK,_θˌɛɹəpjˈuːtɪkli_
2330129,therapeutics,en_UK,_θˌɛɹəpjˈuːtɪks_
2330130,therapeutic,en_UK,_θˌɛɹəpjˈuːtɪk_
2330131,therapies,en_UK,_θˈɛɹəpɪz_
2330132,therapists,en_UK,_θˈɛɹəpˌɪsts_
2330133,therapist,en_UK,_θˈɛɹəpˌɪst_
2330134,therapy,en_UK,_θˈɛɹəpi_
2330135,thereabout,en_UK,_ðe‍əɹɐbˈa‍ʊt_
2330136,thereabouts,en_UK,_ðe‍əɹɐbˈa‍ʊts_
2330137,thereafter,en_UK,_ðe‍əɹˈɑːftɐ_
2330138,thereat,en_UK,_ðe‍əɹˈæt_
2330139,thereby,en_UK,_ðe‍əbˈa‍ɪ_
2330140,there,en_UK,_ðˈe‍ə_
2330141,therefore,en_UK,_ðˈe‍əfɔː_
2330142,therefrom,en_UK,_ðe‍əfɹˈɒm_
2330143,therein,en_UK,_ðe‍əɹˈɪn_
2330144,thereof,en_UK,_ðe‍əɹˈɒv_
2330145,thereon,en_UK,_ðe‍əɹˈɒn_
2330146,thereto,en_UK,_ðe‍ətˈuː_
2330147,thereupon,en_UK,_ðe‍əɹˈʌpɒn_
2330148,therewith,en_UK,_ðe‍əwˈɪð_
2330149,thermae,en_UK,_θˈɜːmiː_
2330150,thermally,en_UK,_θˈɜːmə‍li_
2330151,thermals,en_UK,_θˈɜːmə‍lz_
2330152,thermal,en_UK,_θˈɜːmə‍l_
2330153,thermic,en_UK,_θˈɜːmɪk_
2330154,thermocline,en_UK,_θˈɜːməklˌa‍ɪn_
2330155,thermodynamics,en_UK,_θˌɜːməda‍ɪnˈæmɪks_
2330156,thermodynamic,en_UK,_θˌɜːməda‍ɪnˈæmɪk_
2330157,thermogenesis,en_UK,_θˌɜːmə‍ʊd‍ʒˈɛnɪsˌɪs_
2330158,thermometers,en_UK,_θɜːmˈɒmɪtəz_
2330159,thermometer,en_UK,_θɜːmˈɒmɪtɐ_
2330160,thermonuclear,en_UK,_θˈɜːmənjˌuːkli‍ə_
2330161,thermoplastic,en_UK,_θˌɜːməplˈɑːstɪk_
2330162,thermoses,en_UK,_θˈɜːməsɪz_
2330163,thermosetting,en_UK,_θˈɜːmə‍ʊsətɪŋ_
2330164,thermosphere,en_UK,_θˈɜːməsfˌi‍ə_
2330165,thermostatic,en_UK,_θˌɜːmə‍ʊstˈætɪk_
2330166,thermostats,en_UK,_θˈɜːmə‍ʊstˌæts_
2330167,thermostat,en_UK,_θˈɜːmə‍ʊstˌæt_
2330168,thermos,en_UK,_θˈɜːməs_
2330169,therm,en_UK,_θˈɜːm_
2330170,theropod,en_UK,_θˈɛɹəpˌɒd_
2330171,thesaurus,en_UK,_θɛsˈɔːɹəs_
2330172,these,en_UK,_ðˈiːz_
2330173,theses,en_UK,_θəsˈiːz_
2330174,thesis,en_UK,_θˈiːsɪs_
2330175,thespians,en_UK,_θˈɛspi‍ənz_
2330176,thespian,en_UK,_θˈɛspi‍ən_
2330177,thetas,en_UK,_θˈiːtəz_
2330178,theta,en_UK,_θˈiːtɐ_
2330179,thetic,en_UK,_θˈɛtɪk_
2330180,thews,en_UK,_θjˈuːz_
2330181,they,en_UK,_ðˈe‍ɪ_
2330182,thiamine,en_UK,_θˈa‍ɪəmˌa‍ɪn_
2330183,thickened,en_UK,_θˈɪkənd_
2330184,thickeners,en_UK,_θˈɪkənəz_
2330185,thickener,en_UK,_θˈɪkənɐ_
2330186,thickenings,en_UK,_θˈɪkənɪŋz_
2330187,thickening,en_UK,_θˈɪkənɪŋ_
2330188,thickens,en_UK,_θˈɪkənz_
2330189,thicken,en_UK,_θˈɪkən_
2330190,thicker,en_UK,_θˈɪkɐ_
2330191,thickest,en_UK,_θˈɪkəst_
2330192,thickets,en_UK,_θˈɪkɪts_
2330193,thicket,en_UK,_θˈɪkɪt_
2330194,thickhead,en_UK,_θˈɪkhɛd_
2330195,thickish,en_UK,_θˈɪkɪʃ_
2330196,thickly,en_UK,_θˈɪkli_
2330197,thicknesses,en_UK,_θˈɪknəsɪz_
2330198,thickness,en_UK,_θˈɪknəs_
2330199,thickos,en_UK,_θˈɪkə‍ʊz_
2330200,thicko,en_UK,_θˈɪkə‍ʊ_
2330201,thickset,en_UK,_θˈɪksɛt_
2330202,thick,en_UK,_θˈɪk_
2330203,thief,en_UK,_θˈiːf_
2330204,thieved,en_UK,_θˈiːvd_
2330205,thievery,en_UK,_θˈiːvəɹi_
2330206,thieves,en_UK,_θˈiːvz_
2330207,thieve,en_UK,_θˈiːv_
2330208,thieving,en_UK,_θˈiːvɪŋ_
2330209,thighbone,en_UK,_θˈa‍ɪbə‍ʊn_
2330210,thighs,en_UK,_θˈa‍ɪz_
2330211,thigh,en_UK,_θˈa‍ɪ_
2330212,thimbleful,en_UK,_θˈɪmbə‍lfə‍l_
2330213,thimbles,en_UK,_θˈɪmbə‍lz_
2330214,thimble,en_UK,_θˈɪmbə‍l_
2330215,thine,en_UK,_ðˈa‍ɪn_
2330216,thingamabobs,en_UK,_θˈɪŋɡɐmˌæbɒbz_
2330217,thingamabob,en_UK,_θˈɪŋɡɐmˌæbɒb_
2330218,thingamajigs,en_UK,_θˈɪŋɡɐmˌæd‍ʒɪɡz_
2330219,thingamajig,en_UK,_θˈɪŋɡɐmˌæd‍ʒɪɡ_
2330220,thingies,en_UK,_θˈɪŋɪz_
2330221,things,en_UK,_θˈɪŋz_
2330222,thingumabob,en_UK,_θˈɪŋɡjuːmˌæbɒb_
2330223,thingumajig,en_UK,_θˈɪŋəməd‍ʒˌɪɡ_
2330224,thingummies,en_UK,_θˈɪŋɡəmˌɪz_
2330225,thingummy,en_UK,_θˈɪŋɡəmˌi_
2330226,thingy,en_UK,_θˈɪŋi_
2330227,thing,en_UK,_θˈɪŋ_
2330228,thinkable,en_UK,_θˈɪŋkəbə‍l_
2330229,thinkers,en_UK,_θˈɪŋkəz_
2330230,thinker,en_UK,_θˈɪŋkɐ_
2330231,thinking,en_UK,_θˈɪŋkɪŋ_
2330232,thinks,en_UK,_θˈɪŋks_
2330233,think,en_UK,_θˈɪŋk_
2330234,thinly,en_UK,_θˈɪnli_
2330235,thinned,en_UK,_θˈɪnd_
2330236,thinners,en_UK,_θˈɪnəz_
2330237,thinner,en_UK,_θˈɪnɐ_
2330238,thinness,en_UK,_θˈɪnnəs_
2330239,thinnest,en_UK,_θˈɪnəst_
2330240,thinning,en_UK,_θˈɪnɪŋ_
2330241,thinnish,en_UK,_θˈɪnɪʃ_
2330242,thins,en_UK,_θˈɪnz_
2330243,thin,en_UK,_θˈɪn_
2330244,thirdly,en_UK,_θˈɜːdli_
2330245,thirds,en_UK,_θˈɜːdz_
2330246,third,en_UK,_θˈɜːd_
2330247,thirsted,en_UK,_θˈɜːstɪd_
2330248,thirstier,en_UK,_θˈɜːstɪɐ_
2330249,thirsting,en_UK,_θˈɜːstɪŋ_
2330250,thirsts,en_UK,_θˈɜːsts_
2330251,thirsty,en_UK,_θˈɜːsti_
2330252,thirst,en_UK,_θˈɜːst_
2330253,thirteenth,en_UK,_θˈɜːtiːnθ_
2330254,thirteen,en_UK,_θɜːtˈiːn_
2330255,thirties,en_UK,_θˈɜːtɪz_
2330256,thirtieth,en_UK,_θˈɜːti‍əθ_
2330257,thirty,en_UK,_θˈɜːti_
2330258,this,en_UK,_ðˈɪs_
2330259,thistledown,en_UK,_θˈɪsə‍ldˌa‍ʊn_
2330260,thistles,en_UK,_θˈɪsə‍lz_
2330261,thistle,en_UK,_θˈɪsə‍l_
2330262,thistly,en_UK,_θˈɪstli_
2330263,thither,en_UK,_ðˈɪðɐ_
2330264,tho,en_UK,_ðˈə‍ʊ_
2330265,thole,en_UK,_thˈə‍ʊl_
2330266,thongs,en_UK,_θˈɒŋz_
2330267,thong,en_UK,_θˈɒŋ_
2330268,thoracic,en_UK,_θɔːɹˈæsɪk_
2330269,thoracotomy,en_UK,_θˌɔːɹɐkˈɒtəmi_
2330270,thorax,en_UK,_θˈɔːɹæks_
2330271,thorium,en_UK,_θˈɔːɹi‍əm_
2330272,thornier,en_UK,_θˈɔːnɪɐ_
2330273,thorniest,en_UK,_θˈɔːnɪəst_
2330274,thorns,en_UK,_θˈɔːnz_
2330275,thorny,en_UK,_θˈɔːni_
2330276,thorn,en_UK,_θˈɔːn_
2330277,thoroughbreds,en_UK,_θˈʌɹəbɹˌɛdz_
2330278,thoroughbred,en_UK,_θˈʌɹəbɹˌɛd_
2330279,thoroughfares,en_UK,_θˈʌɹəfˌe‍əz_
2330280,thoroughfare,en_UK,_θˈʌɹəfˌe‍ə_
2330281,thoroughgoing,en_UK,_θˈʌɹəɡˌə‍ʊɪŋ_
2330282,thoroughly,en_UK,_θˈʌɹəli_
2330283,thoroughness,en_UK,_θˈʌɹənəs_
2330284,thorough,en_UK,_θˈʌɹɐ_
2330285,thorp,en_UK,_θˈɔːp_
2330286,those,en_UK,_ðˈə‍ʊz_
2330287,though,en_UK,_ðˈə‍ʊ_
2330288,thoughtfully,en_UK,_θˈɔːtfəli_
2330289,thoughtfulness,en_UK,_θˈɔːtfə‍lnəs_
2330290,thoughtful,en_UK,_θˈɔːtfə‍l_
2330291,thoughtlessly,en_UK,_θˈɔːtləsli_
2330292,thoughtlessness,en_UK,_θˈɔːtləsnəs_
2330293,thoughtless,en_UK,_θˈɔːtləs_
2330294,thoughts,en_UK,_θˈɔːts_
2330295,thought,en_UK,_θˈɔːt_
2330296,thousands,en_UK,_θˈa‍ʊzəndz_
2330297,thousandths,en_UK,_θˈa‍ʊzəndθs_
2330298,thousandth,en_UK,_θˈa‍ʊzəndθ_
2330299,thousand,en_UK,_θˈa‍ʊzənd_
2330300,thous,en_UK,_ðˈa‍ʊz_
2330301,thralls,en_UK,_θɹˈɔːlz_
2330302,thrall,en_UK,_θɹˈɔːl_
2330303,thrashed,en_UK,_θɹˈæʃt_
2330304,thrashers,en_UK,_θɹˈæʃəz_
2330305,thrasher,en_UK,_θɹˈæʃɐ_
2330306,thrashes,en_UK,_θɹˈæʃɪz_
2330307,thrashing,en_UK,_θɹˈæʃɪŋ_
2330308,thrash,en_UK,_θɹˈæʃ_
2330309,thrawn,en_UK,_θɹˈɔːn_
2330310,threadbare,en_UK,_θɹˈɛdbe‍ə_
2330311,threaded,en_UK,_θɹˈɛdɪd_
2330312,threader,en_UK,_θɹˈɛdɐ_
2330313,threading,en_UK,_θɹˈɛdɪŋ_
2330314,threadlike,en_UK,_θɹˈɛdla‍ɪk_
2330315,threads,en_UK,_θɹˈɛdz_
2330316,thready,en_UK,_θɹˈɛdi_
2330317,thread,en_UK,_θɹˈɛd_
2330318,threatened,en_UK,_θɹˈɛtənd_
2330319,threateningly,en_UK,_θɹˈɛtənɪŋli_
2330320,threatening,en_UK,_θɹˈɛtənɪŋ_
2330321,threatens,en_UK,_θɹˈɛtənz_
2330322,threaten,en_UK,_θɹˈɛtən_
2330323,threats,en_UK,_θɹˈɛts_
2330324,threat,en_UK,_θɹˈɛt_
2330325,threefold,en_UK,_θɹˈiːfə‍ʊld_
2330326,threepence,en_UK,_θɹˈiːpəns_
2330327,threepenny,en_UK,_θɹˈiːpənˌi_
2330328,threescore,en_UK,_θɹˈiːskɔː_
2330329,threesomes,en_UK,_θɹˈiːsʌmz_
2330330,threesome,en_UK,_θɹˈiːsʌm_
2330331,threes,en_UK,_θɹˈiːz_
2330332,three,en_UK,_θɹˈiː_
2330333,threnody,en_UK,_θɹˈɛnədi_
2330334,threshed,en_UK,_θɹˈɛʃt_
2330335,threshers,en_UK,_θɹˈɛʃəz_
2330336,thresher,en_UK,_θɹˈɛʃɐ_
2330337,threshing,en_UK,_θɹˈɛʃɪŋ_
2330338,thresholds,en_UK,_θɹˈɛʃə‍ʊldz_
2330339,threshold,en_UK,_θɹˈɛʃə‍ʊld_
2330340,thresh,en_UK,_θɹˈɛʃ_
2330341,threw,en_UK,_θɹˈuː_
2330342,thrice,en_UK,_θɹˈa‍ɪs_
2330343,thriftily,en_UK,_θɹˈɪftɪli_
2330344,thriftiness,en_UK,_θɹˈɪftɪnəs_
2330345,thrifts,en_UK,_θɹˈɪfts_
2330346,thrifty,en_UK,_θɹˈɪfti_
2330347,thrift,en_UK,_θɹˈɪft_
2330348,thrilled,en_UK,_θɹˈɪld_
